Progress,Duration (in seconds),Finished,UserLanguage,HPVVaccine_CR,PID,consent_agree,timer_control_First Click,timer_control_Last Click,timer_control_Page Submit,timer_control_Click Count,timer_selforothers_First Click,timer_selforothers_Last Click,timer_selforothers_Page Submit,timer_selforothers_Click Count,timer_both_First Click,timer_both_Last Click,timer_both_Page Submit,timer_both_Click Count,intention_likelihood_1,infotrust_1,vaxtrust_safe_1,vaxtrust_effective_1,vaccine_benefit _1,vaccine_risk_1,vaccine_worried_1,HPV_sideeffect_1,HPV_healththreat_1,HPV_infectionthreat_1,subnorm_people_1,subnorm_expectation_1,subnorm_want_1,becontrol_uptome_1,becontrol_control_1,becontrol_confidence_1,attention_check_1,comprehension_1,decision_rationale,general_attitudes_1,general_attitudes_2,general_attitudes_3,general_attitudes_4,general_attitudes_5,general_attitudes_6,general_attitudes_7,general_attitudes_8,AC_Qs_1,AC_Qs_2,AC_Qs_3,AC_Qs_4,AC_Qs_5,AC_Qs_6,AC_Qs_7,AC_Qs_8,AC_Qs_9,AC_Qs_10,AC_Qs_11,AC_Qs_12,AC_Qs_13,AC_Qs_14,AC_Qs_15,AC_Qs_16,AC_Qs_17,AC_Qs_18,AC_Qs_19,AC_Qs_20,AC_Qs_21,AC_Qs_22,AC_Qs_23,AC_Qs_24,sex_history,sex_active,sex_partnernum,relationship_status,rela_exclusive,age,ethnicity,education,occupation,income,suggestions,study_content,honest_check,Clicked1,Condition,CTA,Time_Amount
100,301,1,EN,,5fecf6e660d5fba3b127a9c4,1,,,,,0,0,46.783,0,,,,,10,2,3,3,20,20,2,2,2,2,4,2,4,4,2,4,5,3,I do not believe the information I read in this passage is enough for me to make a decision to take a vaccine.,2,6,5,5,5,3,5,5,9,9,7,8,10,10,10,10,6,9,10,10,9,9,8,8,9,8,10,10,10,10,6,6,2,2,,1,,25,5,2,4,4,,,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,593,1,EN,,5c64d19d4617e900014217ca,1,,,,,,,,,0,0,71.202,0,60,5,5,5,93,6,2,1,1,5,4,6,6,5,7,1,5,7,Both my wife and I are the only sexual partners we have had and will have. This is what is making me only 60% likely to get the HPV vaccine. It looks to be sexually transmitted so I do not see a risk of my wife or myself getting HPV. However I do think that it would be better for everyone if we all got the HPV vaccine.,1,6,1,6,2,1,6,6,8,10,7,4,10,9,10,9,10,8,10,10,1,8,7,10,10,4,8,9,10,5,6,1,1,1,1,6,1,26,5,4,1,5,,Seeing what is stopping people from getting the HPV vaccine and trying to convince them to get it,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,352,1,EN,,5e979033b023102605557369,1,0,0,36.394,0,,,,,,,,,25,4,5,5,79,30,2,2,2,4,4,5,4,5,6,1,5,4,Based on the information initially given as well as the sexual activity of me could potentially put me at risk,2,5,3,5,6,3,5,5,7,8,5,7,9,6,10,10,10,8,9,9,9,4,6,9,4,9,5,6,4,7,7,2,1,1,1,4,1,21,5,4,3,1,,vaccines,1,0,Control,Get vaccinated against HPV today.,30
100,233,1,EN,,63653f935faf902ef037e526,1,,,,,0,0,59.024,0,,,,,0,1,1,1,0,0,1,1,1,1,1,1,1,4,7,1,5,6,"I don't need vaccines, humans survived thousands of years without them.",6,1,6,1,6,6,1,1,7,7,7,5,9,8,10,10,10,10,10,10,5,6,6,10,10,4,10,9,10,4,10,6,1,1,3,2,1,24,1,3,1,2,,Vaccines,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,662,1,EN,,5d4702f04f947a0001181420,1,,,,,0,0,53.605,0,,,,,60,4,5,5,89,10,2,2,1,3,7,6,7,6,7,1,5,6,"Mainly because I have zero interest in it as it won't affect me right now in life. If I decide to get a checkup and it's offered however without much hassle, then I would of course get it by I have no interest in a check up as of now. ",2,6,1,5,5,1,6,6,7,8,5,2,9,7,9,8,6,4,7,8,2,8,1,8,6,2,7,8,9,2,2,1,2,2,,1,,25,3,2,1,3,,General thoughts about vaccine and ideology behind it ,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,253,1,EN,,5f5939f006360f1639edb770,1,0,0,44.126,0,,,,,,,,,63,4,5,5,81,34,2,3,2,3,4,4,3,3,6,6,5,7,"I think I could, but it is not totally likely. I have no need currently but would not be a bad choice",2,5,1,5,1,1,4,6,5,6,8,6,8,6,9,7,7,6,8,8,4,5,5,8,7,6,6,7,8,6,7,2,2,2,,2,1,22,1,2,6,5,,HPV,1,0,Control,Get vaccinated against HPV today.,30
100,394,1,EN,,5c408e48301d19000150ca2c,1,,,,,,,,,0,0,70.063,0,10,6,6,6,64,9,3,1,1,5,3,4,6,2,6,2,5,6,"I am confident I will not contract HPV in the next 3 months, so I believe it is not necessary. I have 1 sexual partner and I trust her. ",1,6,1,6,1,1,6,6,10,10,7,5,10,7,10,10,6,8,7,9,2,8,6,10,7,8,10,7,10,2,4,1,1,1,1,2,1,24,1,5,1,4,,"Learned about HPV, but it did not feel relevant to my life. ",1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,544,1,EN,,6084e285eda36ec8617451f1,1,,,,,0,0,98.933,0,,,,,100,6,6,5,100,0,1,1,1,3,7,7,7,1,7,1,5,7,There is no downside other than discomfort after getting the vaccine.  So as long as the vaccine is readily accessible and easy to get there is no reason not to get it. ,1,6,1,6,1,1,6,6,5,9,2,1,10,10,10,6,4,10,10,7,1,6,5,10,5,1,8,9,10,2,1,1,2,2,,1,,24,1,4,4,4,,,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,610,1,EN,,63f78e90114ae5fc4b67efdb,1,,,,,,,,,21.934,25.888,63.558,3,11,3,3,4,30,40,1,3,4,5,4,3,3,6,6,4,5,3,"not sexually active, dont need to go to the doc ",3,4,3,4,4,3,3,3,5,6,9,8,10,9,10,9,9,7,8,9,6,8,6,7,10,5,9,9,10,6,9,5,2,2,,1,,21,1,2,2,3,,,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,799,1,EN,,60bf9943e4e04642d4634ecc,1,,,,,1.56,70.2,70.61,4,,,,,37,6,6,6,100,0,1,1,3,3,5,5,5,3,4,2,5,7,"I meant to select it lower but the reason I made my decision because I believed I was vaccinated against this when I was younger and if I'm not mistaking, I don't think I am really at risk for contracting this disease.",1,6,1,6,1,1,6,6,9,10,8,5,9,8,7,9,10,5,9,10,7,10,9,10,10,6,5,5,5,5,6,8,2,2,,1,,20,2,2,4,2,,People's opinions on HPV Vaccines.,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,808,1,EN,,643111aa21799d6f01f74903,1,59.843,63.373,111.711,2,,,,,,,,,60,6,5,5,100,0,1,2,1,5,3,6,6,4,4,5,5,6,"I would get it, but I'm not sure if my parents would allow me to get it. Their say is final.",2,6,2,5,2,2,6,5,9,10,8,7,6,8,9,9,10,9,10,10,7,9,10,9,10,8,10,9,10,7,9,7,2,2,,1,,22,3,2,6,2,,Awareness of HPV and HPV vaccines ,1,1,Control,Get vaccinated against HPV today.,30
100,551,1,EN,,615df54b6e2b2b2f76c4be9c,1,,,,,50.428,50.428,53.648,1,,,,,81,4,4,5,75,10,3,2,2,4,4,4,5,2,6,2,5,6,"I feel it is better to get it sooner than later, rather than waiting for the growing possibility of getting HPV and not having the vaccine.",3,4,2,5,3,2,5,4,8,7,6,7,9,9,8,8,9,9,8,7,6,8,7,9,9,6,8,9,9,6,8,5,1,1,3,3,,22,1,4,6,3,,was informational,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,336,1,EN,,5ed59def5d8abb1390101a3a,1,0,0,35.962,0,,,,,,,,,83,5,5,5,72,44,3,2,2,4,6,6,7,1,7,1,5,6,"I will be coming home from college and will likely go to the doctors and they will probably offer me it and I will probably get it. I won't be home for long though, and won't have a doctor when I move to a new city and so that's why I didn't put 100% because I want to make sure I get the vaccines correctly. ",2,6,1,6,3,2,6,6,7,10,4,2,10,9,8,7,5,5,7,6,1,8,9,8,6,2,7,9,9,2,5,2,1,1,1,2,1,21,3,2,6,4,no,solid. Gave me more info on the  vaccine which is good,1,0,Control,Get vaccinated against HPV today.,30
100,315,1,EN,,5f48734f9e842533dfc67249,1,,,,,0,0,49.302,0,,,,,85,4,6,6,100,20,2,5,2,4,7,7,7,7,1,7,5,6,"In this scenario, I would likely get the HPV vaccine assuming there was some sort of outbreak that happened. ",1,6,1,6,5,2,6,6,2,10,7,4,10,9,6,10,8,2,10,10,6,10,8,10,10,1,10,4,6,1,7,6,2,3,,1,,26,5,4,1,2,,,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,377,1,EN,,628e3b1df14fee48e3b118b8,1,,,,,,,,,0,0,67.64,0,82,6,5,5,80,0,1,1,1,1,7,5,5,7,2,2,5,6,"This vaccine works just like the flu vaccine which prevents the spreading of sickness. If this vaccine is safe and has a huge effect, I wouldn't mind taking it.",3,6,1,6,2,1,5,5,10,10,9,9,10,10,10,10,10,10,9,9,9,9,10,10,9,9,10,9,10,9,10,9,2,2,,1,,19,5,2,1,2,,Vaccines,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,392,1,EN,,6290c6d191ba8fb0309ebfc9,1,,,,,,,,,0,0,101.245,0,18,6,6,6,100,5,1,1,5,5,7,4,7,1,7,1,5,7,"The only reason I wouldn't is that I think I already am vaccinated for HPV. Otherwise, I would certainly consider it.",1,6,1,6,4,1,6,6,7,9,6,5,9,9,6,7,5,5,4,4,2,8,9,10,8,5,2,6,7,7,4,2,1,1,1,2,1,26,1,4,1,3,,Getting people's opinions on a vaccine after presented with certain information,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,318,1,EN,,63d94906463da95ed3d8e627,1,,,,,2.612,4.123,63.642,2,,,,,5,5,6,5,95,5,1,1,1,3,4,3,1,5,2,6,5,6,"I am not currently sexually active, and do not expect to be with a partner within the next three months.",1,6,1,6,1,1,6,6,2,10,6,4,9,9,8,4,7,4,7,9,1,8,7,7,9,2,9,8,10,4,2,1,1,2,1,1,,24,1,2,4,1,N/A,People's opinion of the HPV vaccine. ,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,291,1,EN,,5dddfaa2c0823fd714c5babf,1,,,,,43.836,46.125,46.634,2,,,,,35,4,5,5,60,35,3,3,3,3,1,1,4,1,7,1,5,5,Chances are that I won't be getting any checkup at the doctor within the next three months.,2,5,1,4,2,2,5,5,8,10,5,5,8,8,6,8,4,4,9,5,4,7,7,8,7,4,7,9,8,4,4,4,2,2,,1,,24,1,2,1,2,,,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,274,1,EN,,63ef5d25e9b2814388fe79d4,1,0,0,33.315,0,,,,,,,,,35,6,6,6,33,13,2,2,1,2,3,2,3,6,3,4,5,6,Unless it is required for me to get the vaccine I wont go out of my way to get it. It needs to be free and readily available for me to happily get one done.,2,6,1,6,2,1,5,6,5,8,7,7,8,7,8,9,7,7,7,8,5,6,7,7,9,7,6,5,8,8,2,4,1,2,1,1,,22,1,2,6,3,,What the public thinks about a new type of vaccine,1,0,Control,Get vaccinated against HPV today.,30
100,352,1,EN,,5d166f8340218700169a0814,1,,,,,28.414,29.966,51.4,5,,,,,50,4,4,4,80,30,4,4,4,5,7,7,7,7,7,1,5,7,The reason for making this choice is because it depends on the cost of the vaccine. And whether or not I have health insurance.,6,6,3,5,6,4,5,5,1,10,10,7,9,10,9,9,10,10,10,10,1,10,10,10,9,6,10,10,6,8,10,7,1,2,1,1,,25,1,2,4,1,,sex life,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,332,1,EN,,63d7fa4003ac9b915a971a43,1,28.031,28.031,31.38,1,,,,,,,,,85,5,5,5,90,1,1,1,1,3,6,6,6,6,6,2,5,6,"I have not received it so far, but I think that being at college and having a significant other, it's probably more important that I have it now than it was in high school.",1,5,1,5,2,1,5,5,9,9,8,5,9,8,8,7,7,6,9,9,5,8,6,8,9,5,8,9,9,9,8,5,1,1,1,2,1,19,5,2,2,5,,,1,0,Control,Get vaccinated against HPV today.,30
100,1190,1,EN,,5e521b3e1b676823220e7bc8,1,,,,,1.378,34.653,48.986,3,,,,,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,5,5,I don't have sex often but when I do it's protected which minimizes my chances. ,4,1,4,1,2,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,1,,26,1,2,2,3,,,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,1511,1,EN,,5f361836c44f2e6556bcc287,1,,,,,,,,,0,0,131.667,0,75,6,5,6,73,37,2,2,1,3,6,6,7,1,6,6,5,5,"It ultimately comes down to timing and when and where the vaccine is available to me, and whether the conditions are worth the effort.",1,6,1,5,3,2,6,6,4,5,8,4,9,6,9,7,9,4,10,7,2,9,7,10,10,4,10,8,9,2,4,1,1,2,2,1,,24,3,4,4,2,,Vaccines and the types of people who take them,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,811,1,EN,,628b8df25b434f5840a2b3b4,1,,,,,4.193,9.564,70.474,3,,,,,0,3,3,4,50,50,1,1,1,1,1,1,1,4,7,4,5,2,"I will not get get HPV since i have never had any vaginal, anal, or oral sex with anyone",1,2,1,4,1,1,4,4,9,8,6,7,8,7,9,7,8,7,9,8,6,8,9,9,8,5,9,8,9,5,7,2,2,2,,1,,23,2,2,2,2,,HPV Vaccine,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,508,1,EN,,5cc2298ada600e0018981f7e,1,,,,,,,,,18.771,82.119,88.224,16,65,4,4,4,90,1,1,1,1,5,4,2,6,5,4,4,5,4,The rates of cancer are high and the disease has many poor side effects. I am in a long term (7+) year monogamous relationship and we are both std and hpv free. I would get it if it was ever discussed or asked. ,1,6,1,5,5,1,5,5,4,2,4,10,5,1,5,8,7,9,2,6,6,1,10,1,4,9,6,2,4,7,10,9,1,1,1,5,1,26,1,4,1,3,,,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,510,1,EN,,63fb0d022270bd7722da2136,1,,,,,0,0,55.87,0,,,,,70,5,5,5,75,40,3,2,2,4,5,5,5,1,6,2,5,6,"It will soon be summer break, so I am pretty confident that I will be able to get the first dose of the HPV vaccine within the next 3 months. I am not completely confident it will be within the next 3 months since life happens and getting the vaccine is not high on my priority list since it will always be an option.",2,5,1,4,4,2,5,5,9,9,6,4,10,7,6,7,8,8,10,5,1,8,7,10,8,2,9,9,10,4,9,1,1,1,2,2,1,21,5,4,4,1,n/a,Views on vaccines. ,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,420,1,EN,,628b93e70bbd78cd722f3672,1,,,,,0,0,60.571,0,,,,,20,5,5,5,80,10,1,1,1,3,5,4,6,7,7,7,5,6,We recently moved and I do not have a primary health care provider at the moment to discuss this with. ,1,6,1,6,5,2,5,5,10,10,5,7,9,10,8,10,9,10,10,7,6,9,10,10,10,9,9,8,10,9,4,7,1,1,1,6,1,25,1,4,1,3,,HPV,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,621,1,EN,,60ebd10c620f3e024c3a39a5,1,0,0,61.052,0,,,,,,,,,68,4,6,5,80,10,1,1,2,3,5,4,6,1,7,2,5,3,"This is a new vaccine that I don't know of or already have gotten. So if I didn't get the vaccine yet, I would look more into it and go get it.",2,6,1,6,1,1,6,6,5,8,6,9,10,7,9,4,10,4,8,8,1,7,6,10,10,2,9,6,8,2,6,2,3,2,,1,,24,3,3,2,2,,People's trust and opinion on vaccines  ,1,0,Control,Get vaccinated against HPV today.,30
100,492,1,EN,,5e62dbd8142c3c08017d8728,1,,,,,,,,,0,0,145.348,0,0,4,6,5,99,6,4,2,1,5,1,1,1,1,1,1,5,6,I already have gotten the HPV vaccine and I am not sexually active right now so it just doesn't make sense for me. ,6,4,2,4,6,2,3,3,8,10,7,1,10,10,10,10,8,8,10,7,1,10,10,10,10,1,10,10,7,1,6,1,1,2,1,1,,26,1,2,2,2,,,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,388,1,EN,,5e44cd061aedc43572ba58b3,1,,,,,0,0,51.831,0,,,,,85,6,5,6,85,5,1,1,1,4,7,6,7,1,7,1,5,6,I just saw all of the statistics related to the different cancers linked to HPV and I decided that it doesn't harm me at all to make sure I am vaccinated and protected from those cancers.,1,6,1,6,2,1,6,6,8,9,9,4,8,9,8,8,8,7,9,9,4,8,8,8,8,6,8,8,9,7,5,2,1,1,1,1,,21,1,2,3,2,,Opinions on vaccines?,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,280,1,EN,,63d4316b7b99de003aa65319,1,0,0,41.208,0,,,,,,,,,50,5,5,5,95,9,3,5,4,3,2,3,2,2,6,6,5,7,"With the information I was given I was told that most people will get it at some point in their lives. I was also told a lot of younger people are getting it a lot, so I think there about a 50/50 chance I would get it.",5,3,2,3,6,2,3,5,10,10,8,9,10,10,7,10,9,10,10,10,10,7,8,9,9,10,10,9,10,10,10,10,1,1,1,2,3,19,1,1,6,5,,,1,0,Control,Get vaccinated against HPV today.,30
100,356,1,EN,,63d3f9529ce4989bb4e343dc,1,,,,,0,0,47.039,0,,,,,0,5,5,5,84,10,1,1,1,1,5,5,5,7,7,2,5,7,I do not think I need this vaccine at the moment.,1,6,1,4,3,2,5,5,7,10,8,2,10,9,10,8,9,8,10,10,2,9,5,10,10,2,10,7,10,2,9,4,2,2,,1,,18,1,2,2,5,,HPV Vaccines,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,417,1,EN,,63ea6278be7a74a052a2a82d,1,,,,,,,,,0,0,85.74,0,35,5,4,4,71,20,1,4,1,1,2,3,1,1,1,6,5,7,"I am probably too lazy to go get the vaccine, although I do think it would benefit me",2,5,1,6,1,1,6,5,8,7,6,5,9,9,10,9,7,8,9,9,4,10,9,9,9,7,9,10,9,8,6,5,1,1,4,4,1,21,1,4,6,4,,,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,423,1,EN,,5730e42cdd66170008d9ad96,1,2.643,2.643,33.08,1,,,,,,,,,30,4,4,5,80,10,1,1,1,2,4,3,5,2,7,2,5,6,"I haven't been in a relationship in some time, and I don't expect that to change while I'm building my career. I don't do hookups or any of that risky behavior. I would get it if it was free, or if a workplace required it of me. But right now, getting the HPV vaccine is a very low priority for me.",3,5,1,2,2,1,4,4,7,6,5,2,9,10,6,4,2,8,9,6,8,5,4,7,2,4,7,9,5,2,1,4,3,2,,1,,26,5,6,1,4,,seeing different population characteristics' views on vaccines,1,0,Control,Get vaccinated against HPV today.,30
100,433,1,EN,,63f27c7bd8cae620a73c4385,1,,,,,1.116,75.639,78.167,15,,,,,75,6,6,6,98,25,1,2,2,2,4,6,7,1,7,1,5,7,"I want to protect my partner from any risk caused by our intimacy. With HPV being common, I wouldn’t want to expose her to HPV",3,5,2,4,5,3,5,5,4,6,1,1,1,2,1,1,1,1,1,5,7,7,4,1,1,8,1,10,1,10,1,10,1,1,1,2,1,19,5,2,6,2,,,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,335,1,EN,,6362284d068a62906d1cc4d1,1,,,,,0,0,47.602,0,,,,,80,5,5,5,80,10,2,1,2,2,5,6,5,6,6,2,5,5,There are no drawbacks in getting the vaccine so why not get it for my safety.,2,5,1,5,5,2,5,5,5,5,8,10,10,2,9,9,10,9,9,9,1,8,7,9,9,2,8,10,9,2,10,4,1,2,1,1,,22,1,2,1,2,,Opinions of young adults on the HPV vaccine,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,876,1,EN,,6340d2fa46f2d707e146b63b,1,,,,,,,,,37.608,80.02,83.369,9,0,4,3,3,50,51,2,3,3,2,3,2,5,1,5,4,5,5,"As someone who is not currently in a relationship, I don't find it necessary to get vaccinated for HPV. Even if that were the case, I'm not entirely convinced I'm at high risk of being infected and would rather spare myself from contracting side effects of a vaccine I don't need.",4,3,5,3,4,3,2,3,7,6,8,4,5,5,10,7,6,2,10,5,1,4,4,9,8,2,6,9,7,1,5,2,2,2,,1,,24,3,2,1,3,,Evaluating participants thoughts on vaccines,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
10,291,0,EN,,12233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,
10,76,0,EN,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,
10,14,0,EN,,666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,
2,9,0,EN,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32,0,EN,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Control,Get vaccinated against HPV today.,
10,19,0,EN,,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Control,Get vaccinated against HPV today.,
10,10,0,EN,,111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,
2,4,0,EN,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,14,0,EN,,12345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,
2,7,0,EN,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,23,0,EN,,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,
2,8,0,EN,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2859,0,EN,,17,1,,,,,0.465,2.239,46.702,3,,,,,17,5,4,5,71,50,2,3,3,5,7,7,7,6,6,1,5,6,I have already took HPV vaccines.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,
98,3586,0,EN,,1223,1,,,,,20.796,46.277,47.28,12,,,,,1,5,5,5,98,14,2,1,1,5,7,6,7,6,6,1,5,5,1% chance for getting vaccine is pretty low? ,2,5,2,5,1,1,5,5,5,4,7,8,6,7,6,4,5,2,2,5,8,2,8,6,5,5,5,5,7,10,8,4,2,2,,1,,20,5,4,,4,,,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,
10,9,0,EN,,g,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,
10,23,0,EN,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,
2,11,0,EN,,20020417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2008,0,EN,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13,0,EN,,123737,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,
10,14,0,EN,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Control,Get vaccinated against HPV today.,
10,54,0,EN,,sdvccefac,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,
10,16,0,EN,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,
10,15,0,EN,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,
6,56,0,EN,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Control,Get vaccinated against HPV today.,
10,46,0,EN,,15434563,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,
54,7491,0,EN,,hehe,1,0.579,391.512,391.846,9,,,,,,,,,0,6,6,6,100,16,1,2,1,1,7,7,7,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Control,Get vaccinated against HPV today.,
10,13,0,EN,,1111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,
27,240,0,EN,,676,1,,,,,1.156,26.518,156.883,8,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,
2,6,0,EN,,888101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,16,0,EN,,8.48E+13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Control,Get vaccinated against HPV today.,
10,15,0,EN,,xxx,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,
